artist,title,album,url,isDownloaded
King Princess,Hit the Back,Cheap Queen (Deluxe),https://music.youtube.com/watch?v=fxP269VjeX0list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
King Princess,Prophet,Cheap Queen (Deluxe),https://music.youtube.com/watch?v=R9-yuRLvaeAlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
King Princess,Holy,Make My Bed,https://music.youtube.com/watch?v=3ee_9CCpXVAlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
King Princess,PAIN,PAIN,https://music.youtube.com/watch?v=baw4m_rOeRMlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
King Princess,Talia,Talia,https://music.youtube.com/watch?v=GY7lfZXGyp0list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
King Princess,1950,1950,https://music.youtube.com/watch?v=BBBN6yUcef0list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
King Princess,Ain't Together,Cheap Queen,https://music.youtube.com/watch?v=gKmQXRqvmR4list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Mark Ronson,Pieces of Us (feat. King Princess),Late Night Feelings,https://music.youtube.com/watch?v=XDxFPwIuAt4list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Apartment,Fall Into Place,The Dreamer Evasive,https://music.youtube.com/watch?v=IQaEg6GguLklist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Catherine Feeny,Mr Blue,Hurricane Glass,https://music.youtube.com/watch?v=pvfzcGbOzqglist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Machine Gun Kelly,27,bloom,https://music.youtube.com/watch?v=-O5M1hoBhEolist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Machine Gun Kelly,Bad Things,bloom,https://music.youtube.com/watch?v=oYvtDpsE7Nklist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Bazzi,I.F.L.Y.,,https://music.youtube.com/watch?v=Xhh3_-JRnDclist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Post Malone,Circles,Hollywood's Bleeding,https://music.youtube.com/watch?v=4EQkYVtE-28list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lord Huron,The Night We Met,,https://music.youtube.com/watch?v=wGF7PswOENQlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Gotye,Somebody That I Used To Know (feat. Kimbra),Making Mirrors,https://music.youtube.com/watch?v=jg51kFe7CWUlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Tears For Fears,Everybody Wants To Rule The World,Songs From The Big Chair (Deluxe),https://music.youtube.com/watch?v=awoFZaSuko4list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Post Malone,Circles,,https://music.youtube.com/watch?v=wXhTHyIgQ_Ulist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
You Me At Six,Cold Night,,https://music.youtube.com/watch?v=spHnq_ekaN0list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
88rising,"Midsummer Madness [KRANE Remix] (feat. August 08, Rich Brian, Higher Brothers & Joji)",,https://music.youtube.com/watch?v=VPSoNx1gyQ4list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
070 Shake,Guilty Conscience (Official Video),,https://music.youtube.com/watch?v=X0t8zeEiqEYlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lehane,"Barry White - Never, Never Gonna Give Ya Up (Baby Driver Soundtrack)",,https://music.youtube.com/watch?v=JXQ-qs5bDkIlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Powfu,death bed (coffee for your head) (feat. Beabadoobee),,https://music.youtube.com/watch?v=jJPMnTXl63Elist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Joji,SLOW DANCING IN THE DARK,,https://music.youtube.com/watch?v=K3Qzzggn--slist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Band of Horses,The Funeral,Everything All The Time,https://music.youtube.com/watch?v=E1ZPPc9DJbslist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Ai Bendr,Love Me Low,,https://music.youtube.com/watch?v=-ef-GoIRib8list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lana Del Rey,Lana Del Rey - Blue Jeans,,https://music.youtube.com/watch?v=JRWox-i6aAklist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Bon Iver,Bon Iver & St. Vincent - Roslyn (Lyrics),,https://music.youtube.com/watch?v=MZSCXE4CpCAlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Gracie Abrams,"I miss you, I’m sorry (Lyric Video)",,https://music.youtube.com/watch?v=nijx6Np0o40list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Annie Lennox,I Put a Spell on You,,https://music.youtube.com/watch?v=3TrSMaOZm3Ylist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Cigarettes After Sex,Nothing's Gonna Hurt You Baby,,https://music.youtube.com/watch?v=QI8VrXkffcglist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Telekinesis,Ghosts and Creatures,,https://music.youtube.com/watch?v=FRgxATzW2O0list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Original Soundtrack,Agnes Obel - Run Cried the Crawling | euphoria OST,,https://music.youtube.com/watch?v=f4N63Exrqkclist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Cigarettes After Sex,Apocalypse,,https://music.youtube.com/watch?v=sElE_BfQ67slist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
The Daily Dose,Josh Fudge - Fun Times (Full Album),,https://music.youtube.com/watch?v=zfwUh2jSZ3Ylist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
The Daily Dose,Low Hum | Best Of,,https://music.youtube.com/watch?v=XWsyCcpzORAlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Nice Guys,Far Caspian - The Heights [Full EP],,https://music.youtube.com/watch?v=tTR4D9h3zAElist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
The Daily Dose,Far Caspian | Best Of,,https://music.youtube.com/watch?v=1t2BAVzJVL4list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Nice Guys,Far Caspian - Between Days [Full Ep],,https://music.youtube.com/watch?v=qm0ru2iBuB0list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Electric Guest,Troubleman,,https://music.youtube.com/watch?v=3OC2aPCuzjolist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
The Smiths,Asleep,,https://music.youtube.com/watch?v=5mF4pKSi2SUlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
The Smiths,Asleep,,https://music.youtube.com/watch?v=5mF4pKSi2SUlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
i'm cyborg but that's ok,CASTLEBEAT - Change Your Mind,,https://music.youtube.com/watch?v=fJ5U3Q3PZ4slist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Telekinesis,Country Lane,,https://music.youtube.com/watch?v=cmpcYaw9OwUlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
The Smiths,There Is a Light That Never Goes Out (2008 Remaster),,https://music.youtube.com/watch?v=siO6dkqidc4list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Jeremy Messersmith,"A Girl, a Boy, and a Graveyard",,https://music.youtube.com/watch?v=K2XdgMFffZUlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
The Jungle Giants,She's a Riot,,https://music.youtube.com/watch?v=iYKEVs_DCMklist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Telekinesis,Please Ask for Help,,https://music.youtube.com/watch?v=MCaQEMcSaQElist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Mob Rich,Yoko Ono,,https://music.youtube.com/watch?v=9VwNjBcufg0list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
spoiledxprincess,Jessie & Angela - Mystery of Love,,https://music.youtube.com/watch?v=k2busDK_4oklist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
spoiledxprincess,Jessie & Angela - Mystery of Love,,https://music.youtube.com/watch?v=k2busDK_4oklist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Wonderkey AMV's,Violet x Isabella - Snowman // AMV,,https://music.youtube.com/watch?v=W_IvR5XxMhIlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Wonderkey AMV's,Violet x Isabella - Snowman // AMV,,https://music.youtube.com/watch?v=W_IvR5XxMhIlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Sharon Van Etten,Seventeen,,https://music.youtube.com/watch?v=j7sTHoeH0eAlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
MAUDVERHEYEN,Bloc Party - Signs,,https://music.youtube.com/watch?v=liZ6ScudE9Elist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Sasha Sloan,Dancing With Your Ghost,Dancing With Your Ghost,https://music.youtube.com/watch?v=lAJazaLrHfQlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
The Neighbourhood,Daddy Issues,Wiped Out!,https://music.youtube.com/watch?v=lqSgsq4Bn2clist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Santigold,Disparate Youth,Master of My Make-Believe,https://music.youtube.com/watch?v=csuAfLslG7Qlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Charlotte Day Wilson,Charlotte Day Wilson - Work (Official Video),,https://music.youtube.com/watch?v=0z-HsbovI4Elist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
dcoop90,The Antlers Kettering,,https://music.youtube.com/watch?v=8We0FVflGaUlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Mark Burns,Band of Horses - Blue Beard (Lyrics),,https://music.youtube.com/watch?v=N1e70tMHjD4list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Typhoon,The Honest Truth,,https://music.youtube.com/watch?v=Q5I19hNzDgslist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
The Naked and Famous,Young Blood,,https://music.youtube.com/watch?v=WdO85Qf4Poclist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Amanda Björklund,"Slow Club - When I Go (Song, Lyrics and Pictures)",,https://music.youtube.com/watch?v=7JcO9pw0cEAlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Oasis,Don't Look Back in Anger,,https://music.youtube.com/watch?v=r8OipmKFDeMlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Kirikoulevaillant,Diamond Hoo Ha Man - Supergrass,,https://music.youtube.com/watch?v=1SDub0HpYDclist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
joao3almeida,The Temper Trap - Down River,,https://music.youtube.com/watch?v=A2DluY5xnPolist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Original Soundtrack,Too Short - Blow The Whistle | euphoria OST,,https://music.youtube.com/watch?v=LGgNHIX3jWQlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Original Soundtrack,gabriel black - dead yet (with phem) | euphoria OST,,https://music.youtube.com/watch?v=AojE3TqG7L0list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Original Soundtrack,gabriel black - dead yet (with phem) | euphoria OST,,https://music.youtube.com/watch?v=AojE3TqG7L0list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Original Soundtrack,Kelsey Lu - I'm Not In Love | euphoria OST,,https://music.youtube.com/watch?v=AeFvu-vZTuglist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Original Soundtrack,Kelsey Lu - I'm Not In Love | euphoria OST,,https://music.youtube.com/watch?v=AeFvu-vZTuglist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Original Soundtrack,Charlotte Day Wilson - Work | euphoria OST,,https://music.youtube.com/watch?v=drsLiQhsqMYlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Tahlia Wise,Love Me Low - Ai Bendr (Lyric Video),,https://music.youtube.com/watch?v=jhMk545MC9glist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lorde,Lorde - The Louvre (Audio),,https://music.youtube.com/watch?v=ZQkdwymDanElist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lorde,Lorde - The Louvre (Audio),,https://music.youtube.com/watch?v=ZQkdwymDanElist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lorde,Liability,,https://music.youtube.com/watch?v=BtvJaNeELiclist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lorde,Liability,,https://music.youtube.com/watch?v=BtvJaNeELiclist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lorde,"Homemade Dynamite (feat. Khalid, Post Malone & SZA)",,https://music.youtube.com/watch?v=LONIThD7vO8list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Tori Kelly,Should’ve Been Us,,https://music.youtube.com/watch?v=aE2drlA8vf8list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Cavetown,Lemon Boy,,https://music.youtube.com/watch?v=FgPx8-EIbGslist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Cavetown,Lemon Boy,,https://music.youtube.com/watch?v=FgPx8-EIbGslist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Cavetown,You've Got a Friend In Me,,https://music.youtube.com/watch?v=OFpTa2IfXtslist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lorde,Yellow Flicker Beat,,https://music.youtube.com/watch?v=3PdILZ_1P74list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
BENEE,Same Effect,,https://music.youtube.com/watch?v=wfwvGOUvP3wlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Taylor Swift,Lover (feat. Shawn Mendes),,https://music.youtube.com/watch?v=-BjZmE2gtdolist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Charlotte Day Wilson,Work,Work,https://music.youtube.com/watch?v=kP_BWwjEboElist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Men I Trust,"Say, Can You Hear",,https://music.youtube.com/watch?v=h076DeX_Z-olist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
eaJ,eaJ x Seori - It just is (Feat. Keshi's Strat),,https://music.youtube.com/watch?v=oBpaB2YzX8slist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Natsumiii,「Piano Ballad Vers.」 Natsumiii - Dreamy Night ♫ Cover,,https://music.youtube.com/watch?v=N0myua8Y1oIlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Natsumiii,「Piano Ballad Vers.」 Natsumiii - Dreamy Night ♫ Cover,,https://music.youtube.com/watch?v=N0myua8Y1oIlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
LilyPichu,dreamy night,,https://music.youtube.com/watch?v=DXuNJ267Vsslist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Khalid,Bad Luck,,https://music.youtube.com/watch?v=rTKodwXQi78list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Taylor Swift,the lakes (bonus track),,https://music.youtube.com/watch?v=tOHcAc3r2kwlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Paramore,The Only Exception,,https://music.youtube.com/watch?v=-J7J_IWUhlslist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Sasha Sloan,Dancing With Your Ghost,,https://music.youtube.com/watch?v=Qzc_aX8c8g4list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Sasha Sloan,Older,,https://music.youtube.com/watch?v=r1Fx0tqK5Z4list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Sam Fischer,This City,,https://music.youtube.com/watch?v=s3IAHXP1dfslist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Matilda,Tonight,,https://music.youtube.com/watch?v=XsYp40XgBFMlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Hollow Coves,Coastline,Wanderlust,https://music.youtube.com/watch?v=acvN5xI9S2klist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Clairo,Feel Something,,https://music.youtube.com/watch?v=3AmOMH-pSAglist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Clairo,Sofia,,https://music.youtube.com/watch?v=L9l8zCOwEIIlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
FLETCHER,Sex (With My Ex),,https://music.youtube.com/watch?v=qfavwT3gKn8list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
KHB,Natalie Taylor - Surrender (Lyrics),,https://music.youtube.com/watch?v=lo_WJgaTzwYlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Katharine McPhee,Terrified (feat. Jason Reeves),,https://music.youtube.com/watch?v=un60RISzE-Alist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lauv,Easy Love,,https://music.youtube.com/watch?v=e2jMJV6UHWUlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lauv,Reforget,,https://music.youtube.com/watch?v=hmlQOKVMOmklist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lauv,The Other,,https://music.youtube.com/watch?v=HNjX6o7t6NUlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lauv,Comfortable,,https://music.youtube.com/watch?v=ZRcEzDtNI6olist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lauv,Chasing Fire (Robin Schulz Remix),,https://music.youtube.com/watch?v=o-BODsf2T68list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lauv,Changes,,https://music.youtube.com/watch?v=pPAAFMtDUzolist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lauv,Feelings,,https://music.youtube.com/watch?v=2k5w6eTxGXklist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lauv,Love Somebody,,https://music.youtube.com/watch?v=flQiJ6knSUwlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lauv,Never Not,,https://music.youtube.com/watch?v=RmibkOh25uYlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lauv,i'm so tired...,,https://music.youtube.com/watch?v=fvjpE_wFL5Alist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lauv,Who,,https://music.youtube.com/watch?v=vS0YXAfUo4klist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
ROLE MODEL,notice me (acoustic),,https://music.youtube.com/watch?v=ntNR4pXzY3Qlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lauv,Enemies,,https://music.youtube.com/watch?v=HZoX-10-VMslist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
ChillTracks,Lauv – Feelings (Lyrics),,https://music.youtube.com/watch?v=S_w9RTYlsT4list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
NewMelody,Lauv - Enemies (Lyrics),,https://music.youtube.com/watch?v=dfrmBHyfDcMlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
alona chemerys,Mild Orange - Some Feeling,,https://music.youtube.com/watch?v=6I44IYGyB_4list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
The Neighbourhood,Cherry Flavoured,,https://music.youtube.com/watch?v=8Be-7rsQv9clist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
alona chemerys,Wet Bandits - Movies As Friends,,https://music.youtube.com/watch?v=dAc7EvLEqA4list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Judah & The Lion,Only To Be With You (Unplugged),,https://music.youtube.com/watch?v=yBx0iZvYQjUlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
The Head and the Heart,Rivers and Roads,The Head and the Heart,https://music.youtube.com/watch?v=MmW3hF-iKg8list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
soundonthesound,"The Head and The Heart - ""Rivers & Roads"" (The Doe Bay Sessions)",,https://music.youtube.com/watch?v=AclhwQKlgfwlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Wrabel,The Village,,https://music.youtube.com/watch?v=tilsrO-3gcQlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Beach Bunny,Beach Bunny - Painkilller (Official Video),,https://music.youtube.com/watch?v=LFco-KHX4lAlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Sports,You Are the Right One,Naked All the Time,https://music.youtube.com/watch?v=eg3NCd-WZu8list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
MyKey,Was It Something I Said,Was It Something I Said,https://music.youtube.com/watch?v=zoae8_0HG1Ylist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
The Head and the Heart,Honeybee,,https://music.youtube.com/watch?v=kU0SJTmdFp4list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,False
Surfaces,Sunday Best,,https://music.youtube.com/watch?v=_83KqwEEGw4list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Lance Salmingo,Rex Orange County - Best Friend,,https://music.youtube.com/watch?v=kV_SDN9QYM0list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Stones Throw,Los Retros - Someone To Spend Time With,,https://music.youtube.com/watch?v=VRQDOFaFqWklist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Monsune,OUTTA MY MIND,OUTTA MY MIND,https://music.youtube.com/watch?v=j7CRINnxHAclist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
PEACH PIT,Seventeen,,https://music.youtube.com/watch?v=wI8fL77-0e0list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Peach Pit,Tommy's Party,,https://music.youtube.com/watch?v=iMUbmiXlHwwlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Wallows,OK,,https://music.youtube.com/watch?v=r5iG82pddOolist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Wallows,Remember When,,https://music.youtube.com/watch?v=lom6I3EgynYlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Two Door Cinema Club,What You Know,Tourist History,https://music.youtube.com/watch?v=mNVmMPbg5IElist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
The Academic,Why Can't We Be Friends?,,https://music.youtube.com/watch?v=R6m_i3ZWkPMlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Machine Gun Kelly,Waste Love (feat. Madison Love),Hotel Diablo,https://music.youtube.com/watch?v=mWLZcfmpOyclist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Foster the People,Call It What You Want (Video),,https://music.youtube.com/watch?v=1prhCWO_518list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Two Door Cinema Club,What You Know,,https://music.youtube.com/watch?v=YXwYJyrKK5Alist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Wallows,Just Like A Movie,Trust Fall / Just Like A Movie,https://music.youtube.com/watch?v=jbaoNbGddCYlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
KennyHoopla,how will i rest in peace if i'm buried by a highway?//,,https://music.youtube.com/watch?v=Gm_PPNbgMjglist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Wallows,Ice Cold Pool,Nothing Happens,https://music.youtube.com/watch?v=OJqFrB9iO-slist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Hearts & Colors,Lion,Lion,https://music.youtube.com/watch?v=D9q7gbIfMLElist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Milky Chance,Stolen Dance,,https://music.youtube.com/watch?v=iX-QaNzd-0Ylist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,False
Low Hum,Comatose,,https://music.youtube.com/watch?v=JRLFr6THaTIlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Bad Suns,Cardiac Arrest,,https://music.youtube.com/watch?v=hZvFGEE26vElist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Wallows,These Days,These Days,https://music.youtube.com/watch?v=_aKquq1mOQ0list=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Declan McKenna,Why Do You Feel So Down,,https://music.youtube.com/watch?v=1OHLTyTMvcklist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Wallows,It's Only Right,Spring EP,https://music.youtube.com/watch?v=ahJcWZPkABglist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Wallows,Pictures of Girls,Pictures of Girls,https://music.youtube.com/watch?v=ZRz8ErJoePAlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Declan McKenna,Isombard,,https://music.youtube.com/watch?v=B2Dcgq9ri-clist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Dayglow,False Direction,Fuzzybrain,https://music.youtube.com/watch?v=Hx-MR4FjFgglist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
lovelytheband,loneliness for love,,https://music.youtube.com/watch?v=BnE2WHzhF1clist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Matt Maeson,Matt Maeson - Hallucinogenics (Official Video),,https://music.youtube.com/watch?v=doRUhDIB29slist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Peter Manos,In My Head,,https://music.youtube.com/watch?v=nORMdEUWaMglist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
BETWEEN FRIENDS,affection,,https://music.youtube.com/watch?v=uJoMqYumxmAlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,False
The Unlikely Candidates,Novocaine,,https://music.youtube.com/watch?v=JGPB_IvmAJIlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
Machine Gun Kelly,Waste Love (feat. Madison Love),,https://music.youtube.com/watch?v=t8tdvXBdvYAlist=PLzx7xtGqjNzoElKjq_zmpzgoS8RNrqHYh,True
